Sample_ID,Batch_Code,Product_Name,Test_Date,Moisture_Content_%,Fat_Content_%,Protein_Content_%,Water_Activity_Aw,Acid_Insoluble_Ash_%,Acid_Value_mgKOHg,Peroxide_Value,Total_Plate_Count_CFUg,Yeast_Mold_Count_CFUg,Lead_Pb_mgkg,Cadmium_Cd_mgkg,Failure_Category,Historical_Status
SPL-2026-0310,B-260406-5,Butter Biscuit,2026-04-06,6.41,20.63,9.06,0.85,0.071,1.31,1.62,1835,3915,0.711,0.01,Heavy_Metal,Fail
SPL-2026-0560,B-260407-5,Cookies Choco Chip,2026-04-07,4.08,18.02,7.91,0.556,0.006,1.07,1.57,68020,1382,0.074,0.017,None,Pass
SPL-2026-0401,B-260407-1,Wafer Vanilla,2026-04-07,4.26,13.75,3.95,0.589,0.104,0.25,0.18,288,2073,0.023,0.03,Physicochemical,Fail
SPL-2026-0127,B-260407-3,Butter Biscuit,2026-04-07,1.26,14.42,7.31,0.365,0.003,1.12,,3168,261,0.033,0.114,None,Pass
SPL-2026-0347,B-260408-3,Wafer Vanilla,2026-04-08,4.08,15.09,9.66,0.669,0.036,0.55,0.87,6614,670,,,None,Pass
SPL-2026-0042,B-260408-8,Cookies Choco Chip,2026-04-08,2.98,22.63,8.24,0.525,0.007,2.59,1.76,160,579,0.004,0.043,Stability,Fail
SPL-2026-0706,B-260409-3,Cracker Plain,2026-04-09,4.85,19.06,5.38,,0.011,1.38,1.21,4386,3863,0.215,0.003,None,Pass
SPL-2026-0292,B-260409-3,Marie Biscuit,2026-04-09,2.98,15.79,6.9,0.506,0.005,,0.05,999,98,0.052,0.03,None,Pass
SPL-2026-0247,B-260410-5,Cookies Choco Chip,2026-04-10,3.15,17.37,7.18,0.545,0.028,0.8,0.48,6351,149,0.078,0.15,None,Pass
SPL-2026-0419,B-260410-3,Sandwich Biscuit,2026-04-10,5.03,13.44,7.34,0.677,0.035,1.02,1.28,6143,4330,0.134,0.1,Physicochemical,Fail
SPL-2026-0486,B-260411-3,Marie Biscuit,2026-04-11,1.8,17.82,9.52,,0.002,2.07,,1192,368,0.032,0.001,Stability,Fail
SPL-2026-0589,B-260411-8,Cookies Choco Chip,2026-04-11,3.7,17.38,6.5,0.61,,,1.68,159250,3327,0.018,0.089,Microbiological,Fail
SPL-2026-0735,B-260411-4,Marie Biscuit,2026-04-11,3.77,22.47,8.76,0.586,0.043,1.74,1.22,7836,286,0.05,0.095,None,Pass
SPL-2026-0509,B-260412-4,Marie Biscuit,2026-04-12,3.17,15.84,5.97,,0.003,1.58,1.9,2516,184,0.107,0.001,None,Pass
SPL-2026-0521,B-260412-4,Sandwich Biscuit,2026-04-12,3.77,19.15,7.44,0.587,0.119,0.7,0.9,5913,461,0.113,0.01,Physicochemical,Fail
SPL-2026-0734,B-260413-2,Cookies Choco Chip,2026-04-13,3.64,14.49,7.41,0.542,0.023,0.58,1.14,5983,485,0.092,0.012,None,Pass
SPL-2026-0280,B-260413-6,Butter Biscuit,2026-04-13,3.71,16.34,6.42,0.626,0.045,0.23,0.33,777,325,0.284,0.007,None,Pass
SPL-2026-0325,B-260413-6,Wafer Vanilla,2026-04-13,4.29,24.39,6.61,0.647,0.044,0.46,1.43,1160,727,0.645,0.087,Heavy_Metal,Fail
SPL-2026-0214,B-260414-1,Cracker Plain,2026-04-14,4.05,11.24,6.74,0.629,,2.03,1.63,2145,1304,0.004,0.016,Stability,Fail
SPL-2026-0023,B-260415-6,Marie Biscuit,2026-04-15,3.71,21.41,7.19,0.591,0.004,1.98,0.53,2030,712,0.007,0.001,None,Pass
SPL-2026-0658,B-260417-3,Cracker Filled,2026-04-17,3.71,21.41,6.18,0.579,0.006,,0.43,408,436,0.34,0.001,None,Pass
SPL-2026-0408,B-260418-6,Marie Biscuit,2026-04-18,4.28,23.82,5.97,0.681,0.001,0.26,0.86,37698,186,0.01,0.119,None,Pass
SPL-2026-0245,B-260418-6,Cracker Filled,2026-04-18,3.84,19.83,7.66,0.602,0.121,1.02,0.87,1009,89,0.04,0.011,Physicochemical,Fail
SPL-2026-0943,B-260418-7,Wafer Vanilla,2026-04-18,3.88,15.6,4.38,0.578,0.122,0.47,0.91,235,481,,0.109,Physicochemical,Fail
SPL-2026-0898,B-260418-6,Butter Biscuit,2026-04-18,3.92,16.73,6.41,,0.029,0.25,1.28,919,258,0.023,0.145,None,Pass
SPL-2026-0824,B-260419-8,Cracker Filled,2026-04-19,3.88,16.38,7.95,0.638,0.066,0.12,0.73,1489,2793,0.198,,None,Pass
SPL-2026-0893,B-260420-3,Cracker Plain,2026-04-20,3.56,18.31,8.09,0.595,0.022,1.03,0.58,737,178,0.013,0.006,None,Pass
SPL-2026-0716,B-260420-4,Cookies Choco Chip,2026-04-20,3.65,16.21,6.2,0.526,0.049,1.23,,3586,125,0.136,0.001,None,Pass
SPL-2026-0201,B-260420-3,Sandwich Biscuit,2026-04-20,5.99,18.05,3.9,0.759,0.019,2.34,,6095,1590,0.077,0.025,Stability,Fail
SPL-2026-0141,B-260421-6,Wafer Vanilla,2026-04-21,3.55,21.39,7.69,0.553,0.031,0.87,0.4,4628,1022,0.681,0.112,Heavy_Metal,Fail
SPL-2026-0792,B-260421-2,Cracker Plain,2026-04-21,3.52,16.48,8.78,0.565,0.123,0.45,0.49,7489,982,0.123,0.095,Physicochemical,Fail
SPL-2026-0371,B-260421-1,Sandwich Biscuit,2026-04-21,4.35,14.61,4.39,0.614,0.039,1.08,1.79,1413,2571,0.009,0.075,Physicochemical,Fail
SPL-2026-0634,B-260421-5,Sandwich Biscuit,2026-04-21,,13.85,6.5,0.624,0.028,1.14,0.63,3208,924,0.067,0.075,None,Pass
SPL-2026-0713,B-260421-8,Cookies Choco Chip,2026-04-21,3.3,18.26,5.81,0.576,0.062,0.73,0.8,5648,1001,0.054,0.223,Heavy_Metal,Fail
SPL-2026-0815,B-260423-2,Cookies Choco Chip,2026-04-23,3.73,19.38,5.44,0.528,0.234,0.69,,12848,362,0.555,0.026,Heavy_Metal,Fail
SPL-2026-0324,B-260424-6,Wafer Vanilla,2026-04-24,,22.73,7.0,0.517,0.127,0.85,,609,503,0.222,0.138,Physicochemical,Fail
SPL-2026-0004,B-260424-4,Cracker Plain,2026-04-24,4.06,13.17,5.51,0.58,0.025,0.99,1.04,23491,997,0.017,0.002,None,Pass
SPL-2026-0752,B-260425-1,Marie Biscuit,2026-04-25,,19.05,7.68,0.66,0.005,1.11,1.27,6897,104,0.304,0.027,None,Pass
SPL-2026-0912,B-260425-1,Marie Biscuit,2026-04-25,3.36,15.94,6.99,0.506,0.098,0.22,0.58,560,977,0.361,0.145,None,Pass
SPL-2026-0375,B-260425-6,Wafer Vanilla,2026-04-25,4.18,23.01,3.92,0.641,0.019,1.06,0.62,5344,1364,0.195,0.029,Physicochemical,Fail
SPL-2026-0692,B-260426-5,Cookies Choco Chip,2026-04-26,4.33,23.09,6.37,0.613,0.029,,1.17,2562,420,0.081,0.04,None,Pass
SPL-2026-0606,B-260426-7,Cracker Plain,2026-04-26,3.43,19.45,7.07,0.559,0.031,1.53,1.47,9999,4185,0.026,0.13,None,Pass
SPL-2026-0389,B-260427-8,Wafer Vanilla,2026-04-27,3.22,21.03,5.32,0.563,0.091,1.73,1.64,1091,794,0.037,0.162,None,Pass
SPL-2026-0304,B-260429-8,Wafer Vanilla,2026-04-29,2.54,20.07,9.07,0.506,,0.83,1.39,339,417,0.002,0.044,None,Pass
SPL-2026-0878,B-260429-8,Cookies Choco Chip,2026-04-29,4.43,,7.93,0.664,0.043,0.72,0.29,52802,823,0.141,0.006,None,Pass
SPL-2026-0471,B-260430-8,Cookies Choco Chip,2026-04-30,1.88,14.3,7.59,0.397,0.001,1.41,0.67,160,295,0.038,0.084,None,Pass
SPL-2026-0384,B-260430-4,Marie Biscuit,2026-04-30,2.1,24.48,4.68,0.461,0.134,0.88,1.25,3216,441,0.385,,Physicochemical,Fail
SPL-2026-0557,B-260430-7,Cookies Choco Chip,2026-04-30,3.57,23.28,5.01,0.553,0.013,1.32,,758,1764,0.013,0.027,None,Pass
SPL-2026-0632,B-260430-6,Sandwich Biscuit,2026-04-30,4.23,18.22,7.27,0.611,0.083,1.46,1.52,9769,1611,0.013,0.073,None,Pass
SPL-2026-0826,B-260502-7,Butter Biscuit,2026-05-02,3.96,23.92,7.11,0.637,0.007,0.84,0.55,16943,1492,0.071,0.04,None,Pass
SPL-2026-0206,B-260503-7,Marie Biscuit,2026-05-03,2.9,12.46,7.92,0.515,0.071,0.71,0.78,1772,1505,0.04,0.02,None,Pass
SPL-2026-0315,B-260503-2,Marie Biscuit,2026-05-03,4.72,21.82,6.12,0.662,0.025,1.63,0.99,3093,2018,0.013,0.046,None,Pass
SPL-2026-0037,B-260503-5,Wafer Vanilla,2026-05-03,3.92,21.51,,0.599,0.041,1.51,1.38,1614,1142,0.032,0.001,None,Pass
SPL-2026-0428,B-260503-4,Cookies Choco Chip,2026-05-03,3.8,16.55,9.05,0.596,0.018,0.97,0.5,9741,885,0.011,0.074,None,Pass
SPL-2026-0732,B-260504-5,Sandwich Biscuit,2026-05-04,2.67,20.88,7.32,0.466,0.03,1.59,1.55,2133,1737,0.003,0.006,None,Pass
SPL-2026-0108,B-260505-2,Cracker Filled,2026-05-05,3.76,13.83,6.79,0.602,0.008,0.75,1.3,8698,1344,,0.026,None,Pass
SPL-2026-0390,B-260506-7,Marie Biscuit,2026-05-06,4.26,15.16,6.54,0.663,0.047,1.65,1.61,21253,3133,0.088,0.015,None,Pass
SPL-2026-0287,B-260506-8,Marie Biscuit,2026-05-06,3.02,,7.71,0.553,0.007,,1.4,4936,1919,0.078,0.054,None,Pass
SPL-2026-0154,B-260507-5,Sandwich Biscuit,2026-05-07,3.68,16.38,5.43,,,1.91,1.01,2220,527,0.033,0.016,None,Pass
SPL-2026-0569,B-260507-4,Cracker Filled,2026-05-07,3.81,17.41,7.82,0.567,0.002,1.27,1.21,8947,973,0.044,0.003,None,Pass
SPL-2026-0708,B-260508-3,Cracker Filled,2026-05-08,1.89,14.42,4.74,0.402,0.092,0.21,0.05,327,51,0.382,0.018,None,Pass
SPL-2026-0507,B-260509-4,Cracker Plain,2026-05-09,3.84,14.52,5.84,0.638,0.072,0.28,0.79,8913,2825,0.334,0.042,None,Pass
SPL-2026-0951,B-260510-1,Butter Biscuit,2026-05-10,2.7,23.0,7.74,0.427,0.063,0.55,,1608,396,0.084,0.126,None,Pass
SPL-2026-0354,B-260510-4,Cracker Plain,2026-05-10,3.59,17.14,6.44,0.557,,1.13,0.86,855,359,0.065,0.043,None,Pass
SPL-2026-0948,B-260511-4,Butter Biscuit,2026-05-11,3.25,18.86,6.55,0.592,0.02,,0.78,1058,1277,0.182,0.07,None,Pass
SPL-2026-0170,B-260511-8,Butter Biscuit,2026-05-11,4.68,20.21,4.85,0.67,0.01,1.21,1.48,6036,42,0.06,0.237,Heavy_Metal,Fail
SPL-2026-0705,B-260512-1,Butter Biscuit,2026-05-12,4.2,17.21,5.05,0.609,0.158,1.42,1.63,20670,3873,0.254,0.057,Physicochemical,Fail
SPL-2026-0081,B-260512-7,Wafer Vanilla,2026-05-12,3.34,18.62,8.19,0.565,0.19,1.36,1.08,1736,316,0.263,0.008,Physicochemical,Fail
SPL-2026-0564,B-260512-4,Marie Biscuit,2026-05-12,3.53,12.6,4.83,0.545,0.115,0.97,0.66,483,2518,0.012,0.014,Physicochemical,Fail
SPL-2026-0530,B-260512-5,Wafer Vanilla,2026-05-12,2.24,14.82,7.82,0.493,0.001,0.68,0.86,3994,92,0.107,0.018,None,Pass
SPL-2026-0103,B-260512-2,Cookies Choco Chip,2026-05-12,2.78,13.6,7.01,0.54,0.011,0.71,0.7,11397,1125,0.245,0.152,None,Pass
SPL-2026-0006,B-260513-2,Wafer Vanilla,2026-05-13,3.64,25.22,7.36,0.554,0.047,1.44,1.13,8386,15253,0.089,0.102,Microbiological,Fail
SPL-2026-0972,B-260513-1,Sandwich Biscuit,2026-05-13,4.63,12.21,7.0,0.709,0.032,1.74,1.2,18953,327,0.06,0.038,None,Pass
SPL-2026-0990,B-260514-4,Cookies Choco Chip,2026-05-14,4.42,18.02,6.76,0.647,0.017,0.05,0.8,601,22612,0.145,0.046,Microbiological,Fail
SPL-2026-0623,B-260515-1,Marie Biscuit,2026-05-15,2.45,18.27,6.66,0.477,0.06,1.48,0.87,2056,171,0.058,0.04,None,Pass
SPL-2026-0679,B-260515-5,Cracker Plain,2026-05-15,3.92,14.47,5.57,0.619,0.142,1.2,1.65,1903,767,0.465,0.037,Physicochemical,Fail
SPL-2026-0262,B-260515-8,Marie Biscuit,2026-05-15,,20.44,5.05,0.487,0.044,0.7,1.01,476,7610,0.04,0.138,None,Pass
SPL-2026-0067,B-260515-6,Wafer Vanilla,2026-05-15,4.8,19.35,6.12,0.68,,1.22,1.28,7111,10022,0.313,0.015,Microbiological,Fail
SPL-2026-0182,B-260516-2,Marie Biscuit,2026-05-16,4.1,23.83,5.52,0.617,0.097,0.75,0.38,20971,1188,,0.012,None,Pass
SPL-2026-0751,B-260518-2,Wafer Vanilla,2026-05-18,4.39,18.12,,0.646,0.036,0.38,0.58,66481,891,0.047,0.007,None,Pass
SPL-2026-0143,B-260518-8,Marie Biscuit,2026-05-18,4.86,13.14,6.41,0.685,0.12,1.07,1.04,1113,4440,0.108,0.02,Physicochemical,Fail
SPL-2026-0516,B-260518-7,Butter Biscuit,2026-05-18,,19.04,5.51,0.653,0.001,1.32,1.8,1282,751,0.011,0.074,None,Pass
SPL-2026-0533,B-260519-8,Marie Biscuit,2026-05-19,,16.93,5.6,0.593,0.065,1.01,0.51,1726,145,0.001,0.027,None,Pass
SPL-2026-0273,B-260519-3,Marie Biscuit,2026-05-19,3.39,,10.09,,0.034,0.35,0.27,842,141,0.076,0.046,None,Pass
SPL-2026-0977,B-260519-4,Butter Biscuit,2026-05-19,2.62,16.52,5.56,0.466,0.058,1.05,0.64,20158,145,0.235,0.113,None,Pass
SPL-2026-0443,B-260520-1,Butter Biscuit,2026-05-20,4.2,,6.54,0.659,0.049,1.2,0.94,3921,684,0.386,0.059,None,Pass
SPL-2026-0766,B-260521-5,Cookies Choco Chip,2026-05-21,3.83,19.47,7.12,0.577,0.042,0.32,0.79,3394,1321,0.037,0.158,None,Pass
SPL-2026-0447,B-260522-7,Sandwich Biscuit,2026-05-22,3.63,12.42,7.76,0.611,0.003,0.97,0.49,8758,912,0.054,0.072,None,Pass
SPL-2026-0109,B-260523-3,Cracker Plain,2026-05-23,4.33,19.72,7.53,0.585,0.005,0.33,0.79,1465,111,0.513,0.006,Heavy_Metal,Fail
SPL-2026-0689,B-260523-6,Cracker Plain,2026-05-23,3.24,17.59,6.5,0.595,0.066,1.24,1.36,983,399,0.059,0.032,None,Pass
SPL-2026-0910,B-260523-3,Butter Biscuit,2026-05-23,4.39,20.58,9.35,0.649,0.015,1.4,1.4,7662,566,0.065,0.042,None,Pass
SPL-2026-0837,B-260524-8,Cookies Choco Chip,2026-05-24,6.17,17.09,5.32,,0.019,0.86,0.82,21368,10457,0.257,0.085,Microbiological,Fail
SPL-2026-0874,B-260524-2,Butter Biscuit,2026-05-24,3.57,21.58,9.2,0.559,0.001,0.95,1.42,1642,1115,0.019,0.041,None,Pass
SPL-2026-0681,B-260525-1,Cookies Choco Chip,2026-05-25,3.51,17.49,6.21,0.56,0.033,1.46,1.65,334,77,0.288,0.052,None,Pass
SPL-2026-0421,B-260528-3,Wafer Vanilla,2026-05-28,4.32,16.29,5.63,0.648,0.122,0.86,1.21,4373,391,0.177,0.116,Physicochemical,Fail
SPL-2026-0727,B-260528-2,Cookies Choco Chip,2026-05-28,3.48,19.4,7.49,0.534,0.046,1.4,0.87,1274,565,0.059,0.131,None,Pass
SPL-2026-0295,B-260529-6,Cracker Plain,2026-05-29,4.7,17.2,9.36,0.705,0.079,1.26,1.06,14178,568,0.055,0.037,None,Pass
SPL-2026-0934,B-260530-4,Cracker Filled,2026-05-30,3.91,14.77,5.17,0.57,0.021,0.23,0.71,707,869,0.323,0.038,None,Pass
SPL-2026-0930,B-260530-6,Cracker Filled,2026-05-30,3.56,23.59,6.07,,0.04,,0.5,1632,1272,0.239,0.093,None,Pass
SPL-2026-0269,B-260530-1,Cracker Filled,2026-05-30,3.67,18.99,7.02,0.636,0.051,,0.06,5523,1147,,0.078,None,Pass
SPL-2026-0832,B-260530-7,Marie Biscuit,2026-05-30,4.74,12.49,,0.685,0.011,0.84,0.76,9701,8866,0.128,0.041,None,Pass
SPL-2026-0784,B-260531-7,Butter Biscuit,2026-05-31,4.54,15.37,7.82,0.667,0.021,0.36,0.67,3225,1709,0.012,0.009,None,Pass
SPL-2026-0440,B-260531-1,Sandwich Biscuit,2026-05-31,2.52,19.12,5.79,0.501,0.059,0.42,0.47,3682,319,0.475,0.027,None,Pass
SPL-2026-0083,B-260602-3,Marie Biscuit,2026-06-02,3.84,17.46,3.54,0.586,,1.57,1.14,9511,2792,0.034,0.058,Physicochemical,Fail
SPL-2026-0376,B-260602-8,Butter Biscuit,2026-06-02,3.69,18.99,5.33,0.579,0.054,,0.66,14458,307,0.192,0.055,None,Pass
SPL-2026-0054,B-260602-8,Cracker Plain,2026-06-02,1.6,21.77,5.3,0.418,0.024,0.05,,176,474,0.101,0.001,None,Pass
SPL-2026-0810,B-260603-2,Wafer Vanilla,2026-06-03,3.14,17.36,,0.508,0.004,1.31,1.35,542,3628,0.022,0.002,None,Pass
SPL-2026-0939,B-260603-8,Cracker Plain,2026-06-03,2.96,14.45,3.68,,0.007,0.97,1.25,690,117,0.213,0.053,Physicochemical,Fail
SPL-2026-0448,B-260603-6,Wafer Vanilla,2026-06-03,3.75,14.33,4.96,0.588,,,0.6,4261,267,0.033,0.02,None,Pass
SPL-2026-0223,B-260604-1,Cracker Filled,2026-06-04,3.06,18.48,5.5,0.555,0.007,0.79,0.22,4856,1371,0.012,0.012,None,Pass
SPL-2026-0700,B-260604-1,Butter Biscuit,2026-06-04,2.86,19.6,3.11,0.486,0.04,0.97,0.78,4626,147,0.006,0.025,Physicochemical,Fail
SPL-2026-0377,B-260604-7,Cookies Choco Chip,2026-06-04,3.82,20.02,3.28,0.61,,0.73,,12876,3377,0.229,0.09,Physicochemical,Fail
SPL-2026-0210,B-260605-2,Cookies Choco Chip,2026-06-05,2.9,18.48,5.24,0.491,0.004,0.91,1.02,4203,486,0.213,0.122,None,Pass
SPL-2026-0243,B-260605-4,Butter Biscuit,2026-06-05,,15.41,3.6,0.612,0.05,1.86,1.41,6746,403,0.031,0.06,Physicochemical,Fail
SPL-2026-0369,B-260605-2,Butter Biscuit,2026-06-05,2.72,18.82,8.55,0.445,0.002,0.25,0.4,8411,138,0.265,0.06,None,Pass
SPL-2026-0567,B-260607-7,Marie Biscuit,2026-06-07,4.17,15.75,6.31,0.647,0.019,1.09,1.37,1121,539,0.136,0.081,None,Pass
SPL-2026-0233,B-260608-8,Butter Biscuit,2026-06-08,2.22,11.21,,0.448,,1.28,1.42,87,138,0.01,0.09,None,Pass
SPL-2026-0226,B-260608-5,Sandwich Biscuit,2026-06-08,4.24,18.94,5.37,0.636,0.149,1.46,1.36,41228,730,0.01,0.126,Physicochemical,Fail
SPL-2026-0955,B-260609-3,Cookies Choco Chip,2026-06-09,4.71,17.42,8.68,0.641,0.098,0.27,0.45,2154,3956,0.055,0.068,None,Pass
SPL-2026-0797,B-260611-7,Wafer Vanilla,2026-06-11,3.93,11.92,7.28,0.584,0.038,0.54,0.47,6920,569,0.19,0.015,None,Pass
SPL-2026-0475,B-260612-1,Cracker Filled,2026-06-12,2.25,19.39,5.88,0.43,0.041,0.77,,100,155,0.131,0.007,None,Pass
SPL-2026-0649,B-260612-8,Wafer Vanilla,2026-06-12,2.8,,6.08,0.463,0.075,1.36,0.93,968,621,0.09,0.131,None,Pass
SPL-2026-0250,B-260613-4,Butter Biscuit,2026-06-13,3.44,17.03,7.38,0.556,,1.65,1.19,732,204,0.001,0.034,None,Pass
SPL-2026-0746,B-260613-4,Sandwich Biscuit,2026-06-13,3.31,17.1,6.12,0.537,0.018,1.7,1.03,885,170,0.108,0.001,None,Pass
SPL-2026-0381,B-260614-2,Butter Biscuit,2026-06-14,3.01,13.16,6.8,0.516,0.031,0.52,0.05,377,234,0.902,0.045,Heavy_Metal,Fail
SPL-2026-0198,B-260615-7,Butter Biscuit,2026-06-15,1.84,24.7,6.61,,0.076,,1.41,499,665,0.029,0.254,Heavy_Metal,Fail
SPL-2026-0830,B-260615-2,Butter Biscuit,2026-06-15,2.02,,9.33,0.401,0.059,1.99,1.53,35,1777,0.339,0.125,None,Pass
SPL-2026-0707,B-260616-6,Butter Biscuit,2026-06-16,6.41,14.02,3.48,0.801,0.091,1.05,,7214,252,0.26,0.03,Physicochemical,Fail
SPL-2026-0228,B-260616-8,Cracker Filled,2026-06-16,3.85,19.5,4.1,0.589,0.036,1.84,1.59,900,4902,0.096,0.005,Physicochemical,Fail
SPL-2026-0393,B-260616-5,Sandwich Biscuit,2026-06-16,3.3,13.26,,0.588,0.046,0.24,0.05,7505,2477,0.1,0.16,None,Pass
SPL-2026-0676,B-260616-5,Cookies Choco Chip,2026-06-16,,15.87,5.98,,0.121,0.55,0.37,1041,310,0.248,0.06,Physicochemical,Fail
SPL-2026-0828,B-260616-8,Wafer Vanilla,2026-06-16,5.88,15.62,5.28,0.811,0.066,0.64,0.56,63516,30668,0.044,0.088,Microbiological,Fail
SPL-2026-0570,B-260616-8,Cracker Plain,2026-06-16,3.12,18.69,3.48,,0.063,0.91,,3040,887,0.344,0.032,Physicochemical,Fail
SPL-2026-0457,B-260616-7,Marie Biscuit,2026-06-16,2.98,16.89,3.73,0.566,0.008,0.76,,4376,1477,,0.058,Physicochemical,Fail
SPL-2026-0203,B-260616-1,Cracker Plain,2026-06-16,3.5,16.5,7.41,0.554,0.077,0.93,0.65,2797,666,0.093,0.111,None,Pass
SPL-2026-0246,B-260617-7,Butter Biscuit,2026-06-17,5.5,17.19,7.42,0.74,0.187,0.72,1.45,11998,2324,0.258,0.003,Physicochemical,Fail
SPL-2026-0747,B-260618-2,Cracker Plain,2026-06-18,3.14,18.03,4.15,0.547,0.016,1.42,1.28,1566,671,0.059,0.054,Physicochemical,Fail
SPL-2026-0962,B-260618-4,Sandwich Biscuit,2026-06-18,3.32,20.68,4.58,0.545,0.121,1.33,1.28,11345,276,0.189,0.219,Heavy_Metal,Fail
SPL-2026-0088,B-260619-6,Sandwich Biscuit,2026-06-19,2.8,21.67,,0.562,0.076,0.05,0.7,9273,1758,0.012,0.007,None,Pass
SPL-2026-0082,B-260619-1,Cracker Plain,2026-06-19,4.44,19.23,6.94,0.662,0.041,1.39,1.09,1453,245,0.414,0.021,None,Pass
SPL-2026-0620,B-260620-8,Butter Biscuit,2026-06-20,2.68,16.22,5.4,0.523,0.022,1.66,1.14,278,312,0.094,0.014,None,Pass
SPL-2026-0626,B-260621-5,Marie Biscuit,2026-06-21,4.38,17.93,8.59,0.666,0.034,0.62,1.13,32641,467,0.045,0.032,None,Pass
SPL-2026-0998,B-260621-3,Sandwich Biscuit,2026-06-21,3.0,17.06,8.54,0.491,0.008,0.64,0.39,14403,1827,0.202,0.034,None,Pass
SPL-2026-0056,B-260622-3,Butter Biscuit,2026-06-22,3.81,16.93,8.03,0.575,0.013,0.36,0.89,786,800,0.034,0.14,None,Pass
SPL-2026-0559,B-260622-1,Cookies Choco Chip,2026-06-22,4.18,16.88,4.6,0.638,0.065,,0.75,10922,1720,0.271,0.091,None,Pass
SPL-2026-0117,B-260622-8,Butter Biscuit,2026-06-22,3.63,19.19,5.06,0.552,0.125,0.05,0.42,259,2468,0.036,0.003,Physicochemical,Fail
SPL-2026-0422,B-260622-7,Cracker Filled,2026-06-22,5.02,22.92,6.94,0.729,0.003,1.49,1.31,27961,1176,0.168,0.073,Physicochemical,Fail
SPL-2026-0346,B-260623-3,Marie Biscuit,2026-06-23,1.68,8.81,4.37,0.404,0.02,1.51,0.86,606,466,0.022,0.058,Physicochemical,Fail
SPL-2026-0169,B-260624-8,Sandwich Biscuit,2026-06-24,3.98,22.29,,0.583,0.055,0.68,0.7,1000,284,0.065,0.013,None,Pass
SPL-2026-0336,B-260624-5,Cookies Choco Chip,2026-06-24,,,5.09,0.565,0.149,,0.68,3193,670,0.006,0.243,Heavy_Metal,Fail
